Endergebnis der Landtagswahl vom 22. März 2026 (Stimmbezirksebene);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Identifikationsschlüssel;"Stimm
bezirk-Id";"Stimmbezirks-
kennzeichen";Bezeichnung;"GUW 
(Gesamt, Urnenwahl,
Wahlschein/Briefwahl)";"Stimmbezirk für repr.
Wahlstatistik";A;A1;A2;A3;B;B1;Wahlbeteiligung;"ungültige 
Wahlkreisstimmen";"ungültige 
Wahlkreisstimmen Prozent";"gültige 
Wahlkreis-
stimmen";"gültige Wahlkreis-
stimmen 
Prozent";SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ungültige Landesstimmen;ungültige Landesstimmen Prozent;gültige Landesstimmen;gültige Landesstimmen Prozent;SPD;SPD Prozent;CDU;CDU Prozent;GRÜNE;GRÜNE Prozent;AfD;AfD Prozent;FDP;FDP Prozent;FREIE WÄHLER;FREIE WÄHLER Prozent;Die Linke;Die Linke Prozent;Tierschutzpartei;Tierschutzpartei Prozent;Volt;Volt Prozent;ÖDP;ÖDP Prozent;BSW;BSW Prozent;PdH;PdH Prozent;Bastian Ruhl;Bastian Ruhl Prozent;Team Todenhöfer;Team Todenhöfer Prozent;Yunus Emre;Yunus Emre Prozent;Die PARTEI;Die PARTEI Prozent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Berechnung Wahlbeteiligung;Zusammenlegung Abgabe Identifikationsschlüssel;Zusammenlegung Grund;Zusammenlegung Aufnahme
3370000000;0;LK;Südliche Weinstraße, Landkreis;G;0;85988;51393;34595;0;64316;32664;74,8;632;1;63684;99;22784;35,8;19435;30,5;3895;6,1;11308;17,8;1033;1,6;3240;5,1;1686;2,6;;;210;0,3;;;93;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;621;1;63695;99;19970;31,4;17972;28,2;4787;7,5;12057;18,9;1204;1,9;2629;4,1;2015;3,2;1150;1,8;607;1;226;0,4;1017;1,6;61;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
3380000000;0;LK;Rhein-Pfalz-Kreis, Landkreis;G;0;113329;69313;44015;1;82014;41801;72,4;816;1;81198;99;20116;24,8;28536;35,1;6844;8,4;16563;20,4;2222;2,7;4149;5,1;2560;3,2;;;208;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;617;0,8;81397;99,2;21492;26,4;25068;30,8;6222;7,6;17126;21;1809;2,2;3069;3,8;2596;3,2;1445;1,8;820;1;286;0,4;1389;1,7;75;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
3390000000;0;LK;Mainz-Bingen, Landkreis;G;0;157279;97744;59535;0;114646;55738;72,9;1364;1,2;113282;98,8;32819;29;36400;32,1;13392;11,8;15955;14,1;3477;3,1;3380;3;4309;3,8;;;1437;1,3;1113;1;750;0,7;;;250;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1112;1;113534;99;33437;29,5;34473;30,4;12247;10,8;16511;14,5;2823;2,5;3713;3,3;4612;4,1;1498;1,3;1573;1,4;703;0,6;1827;1,6;117;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
3400000000;0;LK;Südwestpfalz, Landkreis;G;0;75426;45045;30381;0;55814;28796;74;847;1,5;54967;98,5;13556;24,7;20296;36,9;1088;2;12745;23,2;1494;2,7;2419;4,4;766;1,4;2603;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;591;1,1;55223;98,9;14096;25,5;17303;31,3;2278;4,1;13426;24,3;1156;2,1;2404;4,4;1537;2,8;1437;2,6;361;0,7;173;0,3;996;1,8;56;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1E+12;0;BZ;Bezirk 1;G;0;821644;535237;286382;25;543204;268247;66,1;6133;1,1;537071;98,9;137134;25,5;197094;36,7;41879;7,8;99613;18,5;13141;2,4;18832;3,5;18012;3,4;2106;0,4;4636;0,9;1333;0,2;2871;0,5;;;;;420;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4438;0,8;538766;99,2;129057;24;185417;34,4;41013;7,6;101856;18,9;11082;2,1;21152;3,9;22487;4,2;8734;1,6;5682;1,1;2258;0,4;9583;1,8;445;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01E+12;0;WK;Betzdorf / Kirchen (Sieg), Wahlkreis;G;0;62451;42170;20281;0;41954;19085;67,2;509;1,2;41445;98,8;10858;26,2;16912;40,8;1916;4,6;8655;20,9;1579;3,8;;;1525;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313;0,7;41641;99,3;9867;23,7;15196;36,5;2102;5;9048;21,7;927;2,2;1132;2,7;1497;3,6;645;1,5;281;0,7;132;0,3;780;1,9;34;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;TK;Altenkirchen (Ww.), Teilkreis;G;0;49880;33545;16335;0;33340;15362;66,8;344;1;32996;99;8710;26,4;13860;42;1508;4,6;6404;19,4;1287;3,9;;;1227;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;239;0,7;33101;99,3;8021;24,2;12288;37,1;1674;5,1;6842;20,7;752;2,3;809;2,4;1216;3,7;507;1,5;219;0,7;102;0,3;648;2;23;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;VG;Daaden-Herdorf, VG;G;0;13348;9575;3773;0;8953;3570;67,1;115;1,3;8838;98,7;2591;29,3;2862;32,4;342;3,9;2002;22,7;684;7,7;;;357;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;0,8;8882;99,2;2405;27,1;2728;30,7;396;4,5;2117;23,8;278;3,1;251;2,8;311;3,5;144;1,6;37;0,4;40;0,5;175;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Daaden;G;0;3174;2218;956;0;2200;926;69,3;19;0,9;2181;99,1;693;31,8;544;24,9;75;3,4;478;21,9;331;15,2;;;60;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;0,7;2184;99,3;664;30,4;559;25,6;89;4,1;516;23,6;130;6;68;3,1;62;2,8;32;1,5;7;0,3;8;0,4;49;2,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;181;SB;Daaden / Bürgersaal Biersdorf;U;0;833;618;215;0;560;203;67,2;3;0,5;557;99,5;163;29,3;115;20,6;22;3,9;159;28,5;78;14;;;20;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;1,3;553;98,8;155;28;114;20,6;23;4,2;168;30,4;23;4,2;19;3,4;13;2,4;14;2,5;3;0,5;3;0,5;18;3,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;182;SB;Daaden / Rathaus;U;0;735;512;223;0;488;216;66,4;5;1;483;99;156;32,3;120;24,8;10;2,1;110;22,8;73;15,1;;;14;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,6;485;99,4;154;31,8;115;23,7;14;2,9;118;24,3;31;6,4;13;2,7;19;3,9;8;1,6;2;0,4;0;0;11;2,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;183;SB;Daaden / Bürgerhaus;U;0;827;593;234;0;570;223;68,9;5;0,9;565;99,1;201;35,6;140;24,8;20;3,5;96;17;91;16,1;;;17;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,2;569;99,8;193;33,9;145;25,5;24;4,2;110;19,3;36;6,3;23;4;24;4,2;6;1,1;0;0;1;0,2;7;1,2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;184;SB;Daaden / Hermann-Gmeiner-Schule;U;0;779;495;284;0;582;284;74,7;6;1;576;99;173;30;169;29,3;23;4;113;19,6;89;15,5;;;9;1,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,9;577;99,1;162;28,1;185;32,1;28;4,9;120;20,8;40;6,9;13;2,3;6;1;4;0,7;2;0,3;4;0,7;13;2,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Derschen;G;0;761;611;150;0;468;138;61,5;4;0,9;464;99,1;116;25;131;28,2;18;3,9;128;27,6;57;12,3;;;14;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1,3;462;98,7;119;25,8;129;27,9;13;2,8;139;30,1;20;4,3;9;1,9;12;2,6;8;1,7;3;0,6;1;0,2;9;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;191;SB;Derschen;U;0;761;611;150;0;468;138;61,5;4;0,9;464;99,1;116;25;131;28,2;18;3,9;128;27,6;57;12,3;;;14;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;1,3;462;98,7;119;25,8;129;27,9;13;2,8;139;30,1;20;4,3;9;1,9;12;2,6;8;1,7;3;0,6;1;0,2;9;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Emmerzhausen;G;0;499;360;139;0;351;133;70,3;5;1,4;346;98,6;98;28,3;109;31,5;10;2,9;93;26,9;26;7,5;;;10;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,9;348;99,1;80;23;113;32,5;15;4,3;95;27,3;7;2;16;4,6;12;3,4;6;1,7;0;0;1;0,3;3;0,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;261;SB;Emmerzhausen;U;0;499;360;139;0;351;133;70,3;5;1,4;346;98,6;98;28,3;109;31,5;10;2,9;93;26,9;26;7,5;;;10;2,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0,9;348;99,1;80;23;113;32,5;15;4,3;95;27,3;7;2;16;4,6;12;3,4;6;1,7;0;0;1;0,3;3;0,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Friedewald;G;0;819;610;209;0;569;199;69,5;13;2,3;556;97,7;149;26,8;168;30,2;23;4,1;137;24,6;56;10,1;;;23;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1,6;560;98,4;146;26,1;159;28,4;24;4,3;149;26,6;16;2,9;17;3;27;4,8;9;1,6;2;0,4;3;0,5;8;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;361;SB;Friedewald;U;0;819;610;209;0;569;199;69,5;13;2,3;556;97,7;149;26,8;168;30,2;23;4,1;137;24,6;56;10,1;;;23;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1,6;560;98,4;146;26,1;159;28,4;24;4,3;149;26,6;16;2,9;17;3;27;4,8;9;1,6;2;0,4;3;0,5;8;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Herdorf, Stadt;G;0;4979;3515;1464;0;3199;1361;64,2;38;1,2;3161;98,8;822;26;1308;41,4;144;4,6;647;20,5;65;2,1;;;175;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;0,5;3182;99,5;770;24,2;1211;38,1;178;5,6;665;20,9;34;1,1;52;1,6;130;4,1;54;1,7;16;0,5;13;0,4;59;1,9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;501;SB;Nikolaus-Groß-Haus;U;0;648;495;153;0;308;141;47,5;10;3,2;298;96,8;59;19,8;108;36,2;12;4;73;24,5;11;3,7;;;35;11,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1,3;304;98,7;59;19,4;104;34,2;12;3,9;75;24,7;7;2,3;5;1,6;27;8,9;6;2;0;0;3;1;6;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;502;SB;Rathaus Herdorf;U;0;788;554;234;0;505;219;64,1;5;1;500;99;138;27,6;207;41,4;23;4,6;93;18,6;13;2,6;;;26;5,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,8;501;99,2;130;25,9;188;37,5;29;5,8;100;20;3;0,6;8;1,6;15;3;15;3;2;0,4;3;0,6;8;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;503;SB;Grundschule Herdorf I;U;0;955;674;281;0;595;253;62,3;10;1,7;585;98,3;186;31,8;210;35,9;27;4,6;116;19,8;7;1,2;;;39;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0,7;591;99,3;170;28,8;191;32,3;38;6,4;120;20,3;6;1;11;1,9;26;4,4;7;1,2;6;1;2;0,3;14;2,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;504;SB;Grundschule Herdorf II;U;0;839;550;289;0;601;268;71,6;2;0,3;599;99,7;163;27,2;251;41,9;31;5,2;104;17,4;16;2,7;;;34;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,2;600;99,8;146;24,3;240;40;41;6,8;101;16,8;8;1,3;9;1,5;29;4,8;13;2,2;2;0,3;0;0;11;1,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;505;SB;Hüttenhaus (Casino);U;0;874;627;247;0;555;233;63,5;3;0,5;552;99,5;126;22,8;210;38;31;5,6;156;28,3;6;1,1;;;23;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,2;554;99,8;126;22,7;193;34,8;33;6;153;27,6;3;0,5;5;0,9;14;2,5;6;1,1;2;0,4;5;0,9;14;2,5;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;506;SB;Turnhalle Dermbach;U;0;554;393;161;0;398;151;71,8;3;0,8;395;99,2;79;20;225;57;11;2,8;66;16,7;6;1,5;;;8;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;398;100;76;19,1;205;51,5;14;3,5;71;17,8;2;0,5;11;2,8;9;2,3;3;0,8;2;0,5;0;0;5;1,3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;507;SB;Dorfgemeinschaftshaus Sassenroth;U;0;321;222;99;0;237;96;73,8;5;2,1;232;97,9;71;30,6;97;41,8;9;3,9;39;16,8;6;2,6;;;10;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,3;234;98,7;63;26,9;90;38,5;11;4,7;45;19,2;5;2,1;3;1,3;10;4,3;4;1,7;2;0,9;0;0;1;0,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Mauden;G;0;96;88;8;0;75;8;78,1;0;0;75;100;20;26,7;18;24;3;4;22;29,3;11;14,7;;;1;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,3;74;98,7;15;20,3;20;27;3;4,1;26;35,1;4;5,4;4;5,4;1;1,4;0;0;0;0;1;1,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;681;SB;Mauden;U;0;96;88;8;0;75;8;78,1;0;0;75;100;20;26,7;18;24;3;4;22;29,3;11;14,7;;;1;1,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1,3;74;98,7;15;20,3;20;27;3;4,1;26;35,1;4;5,4;4;5,4;1;1,4;0;0;0;0;1;1,4;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Niederdreisbach;G;0;689;509;180;0;514;172;74,6;13;2,5;501;97,5;154;30,7;131;26,1;18;3,6;147;29,3;39;7,8;;;12;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1,6;506;98,4;141;27,9;119;23,5;20;4;158;31,2;19;3,8;15;3;13;2,6;10;2;1;0,2;2;0,4;8;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;751;SB;Niederdreisbach;U;0;689;509;180;0;514;172;74,6;13;2,5;501;97,5;154;30,7;131;26,1;18;3,6;147;29,3;39;7,8;;;12;2,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1,6;506;98,4;141;27,9;119;23,5;20;4;158;31,2;19;3,8;15;3;13;2,6;10;2;1;0,2;2;0,4;8;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Nisterberg;G;0;302;214;88;0;220;83;72,8;6;2,7;214;97,3;64;29,9;72;33,6;4;1,9;54;25,2;13;6,1;;;7;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,4;217;98,6;55;25,3;65;30;6;2,8;59;27,2;8;3,7;15;6,9;4;1,8;0;0;0;0;2;0,9;3;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;791;SB;Nisterberg;U;0;302;214;88;0;220;83;72,8;6;2,7;214;97,3;64;29,9;72;33,6;4;1,9;54;25,2;13;6,1;;;7;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1,4;217;98,6;55;25,3;65;30;6;2,8;59;27,2;8;3,7;15;6,9;4;1,8;0;0;0;0;2;0,9;3;1,4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Schutzbach;G;0;272;202;70;0;191;70;70,2;3;1,6;188;98,4;75;39,9;47;25;10;5,3;40;21,3;9;4,8;;;7;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;190;99,5;71;37,4;44;23,2;11;5,8;43;22,6;4;2,1;6;3,2;5;2,6;2;1,1;0;0;1;0,5;3;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;1011;SB;Schutzbach;U;0;272;202;70;0;191;70;70,2;3;1,6;188;98,4;75;39,9;47;25;10;5,3;40;21,3;9;4,8;;;7;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,5;190;99,5;71;37,4;44;23,2;11;5,8;43;22,6;4;2,1;6;3,2;5;2,6;2;1,1;0;0;1;0,5;3;1,6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
1,01132E+12;0;GD;Weitefeld;G;0;1757;1248;509;0;1166;480;66,4;14;1,2;1152;98,8;400;34,7;334;29;37;3,2;256;22,2;77;6,7;;;48;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;0,6;1159;99,4;344;29,7;309;26,7;37;3,2;267;23;36;3,1;49;4,2;45;3,9;23;2;8;0,7;8;0,7;33;2,8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
