county,year,Arbeitslosenquote_inkar,Zuzugsrate_inkar,Fortzugsrate_inkar,Haushaltseinkommen_inkar,Asylbewerber_inkar
3155,2009,8.55,26.03,32.07,1449.16,
3155,2010,7.67,26.43,30.63,1478.94,2.86
3155,2011,7.31,30.27,34.09,1547.56,2.97
3155,2012,7.07,30.54,32.08,1594.3,2.95
3155,2013,7.3,33.65,32.67,1619.77,4.02
3155,2014,6.87,33.91,33.31,1663.82,5.52
3155,2015,6.68,46.49,32.63,1696.63,10.89
3155,2016,6.17,44.77,45.45,1745.49,10.19
3155,2017,5.8,37.36,34.69,1790.64,6.34
3155,2018,5.41,39.54,35.24,1851.03,5.15
3155,2019,5.11,38.43,35.83,1920.51,4.74
3155,2020,5.64,36.59,33.77,,4.89
3155,1995,,35.1,31.16,,
3155,1996,,32.26,32.76,,
3155,1997,,31.11,32.9,,
3157,1998,10.77,40.8,29.98,,
3157,1999,10.03,39.64,29.78,,
3157,2000,9.17,36.65,29.29,1264.72,
3157,2001,9.38,37.59,31.08,1311.81,
3157,2002,9.16,39.78,31.14,1311.95,
3157,2003,9.14,37.08,31.31,1334.37,
3157,2004,9.12,34.69,32.05,1344.63,
3157,2005,11.04,31.92,28.79,1359.28,
3157,2006,10.6,29.14,28.92,1384.13,
3157,2007,9.33,29.35,30.53,1400.56,
3157,2008,7.96,28.16,31.76,1442.14,
3157,2009,7.59,30.64,30.87,1462.2,
3157,2010,7.19,29.98,30.51,1496.93,2.59
3157,2011,6.46,33.03,32.38,1571.49,2.61
3157,2012,6.03,34.23,31.7,1623.54,2.73
3157,2013,6,38.13,32.58,1642.54,3.96
3157,2014,6.06,40.63,34.19,1681.47,4.53
3157,2015,5.42,50.82,33.94,1700.29,11.19
3157,2016,5.56,49.28,42.92,1744.83,9.26
3157,2017,5.29,42.54,36.67,1789.44,4.29
3157,2018,4.8,46.18,37.99,1845.43,4.43
3157,2019,4.44,47.73,39.03,1901.13,4.08
3157,2020,5.21,44.25,34.28,,4.01
3157,1995,,41.01,31.65,,
3157,1996,,39.8,30.56,,
3157,1997,,36.54,30.27,,
3158,1998,10.47,51.65,42.95,,
3158,1999,10.05,50.08,40.42,,
3158,2000,10.11,47.9,37.51,1256.15,
3158,2001,9.71,42.96,40.59,1299.03,
3158,2002,9.31,43.03,39.34,1289.71,
3158,2003,9.34,41.82,37.64,1310.87,
3158,2004,9.39,39.69,37.83,1317.69,
3158,2005,10.49,34.51,37.08,1345.89,
3158,2006,9.94,32.9,38.23,1377.18,
3158,2007,7.99,34.54,37.53,1397.1,
3158,2008,6.84,34.74,39.03,1442.58,
3158,2009,6.96,37.71,40.27,1458.86,
3158,2010,7.22,35.99,37.59,1500.82,2.5
3158,2011,6.73,40.32,39.59,1585.77,2.64
3158,2012,6.31,42.08,40.49,1641.81,2.47
3158,2013,6.2,45.39,41.41,1670.27,3.21
3158,2014,6,47.68,41.94,1704.43,5.16
3158,2015,5.65,55.46,42.45,1734.64,12.39
3158,2016,5.54,52.88,46.81,1764.08,12.47
3158,2017,5.49,42.92,42.48,1809.43,6.7
3158,2018,4.9,46.18,45.58,1877.21,5.69
3158,2019,4.41,43.69,42.22,1951.88,5.17
3158,2020,4.89,40.71,38.48,,4.61
3158,1995,,48.04,42.44,,
3158,1996,,48.22,41.61,,
3158,1997,,51.26,42.05,,
3159,1998,13.62,119.49,125.33,,
3159,1999,13.05,140.84,142.83,,
3159,2000,11.91,234.84,237.03,1165.6,
3159,2001,11.43,323.42,324.2,1223.31,
3159,2002,11.51,304.29,304.35,1232.47,
3159,2003,11.5,250.69,251.49,1268.1,
3159,2004,11.48,213.66,211.53,1320.11,
3159,2005,13.37,144.32,147.85,1293.89,
3159,2006,12.79,60.78,62.33,1306.94,
3159,2007,11.5,57.32,57.38,1372.22,
3159,2008,9.75,53.79,57.27,1345.97,
3159,2009,9.06,57.53,58.83,1352.1,
3159,2010,8.57,50.89,52.67,1421.5,2.79
3159,2011,7.66,58.09,57.31,1504.82,3.01
3159,2012,6.69,59.38,58.16,1540.01,3.16
3159,2013,7.03,68.85,66.22,1560.4,4.56
3159,2014,6.61,89.74,82.08,1594.09,5.85
3159,2015,6.15,127.01,106.08,1601.75,24.12
3159,2016,6.04,104.71,70.52,1662.71,10.69
3159,2017,5.92,85.65,78.33,1699.22,7.23
3159,2018,5.71,83.3,78.71,1757.67,6
3159,2019,5.34,85.89,87.14,1823.36,5.66
3159,2020,6.12,59.03,61.59,,6.17
3159,1995,,175.38,174.82,,
3159,1996,,153.73,151.52,,
3159,1997,,132.92,131.77,,
3241,1998,11.43,51.72,53.4,,
3241,1999,10.79,53.17,50.28,,
3241,2000,9.68,54.41,49.79,1313.51,
3241,2001,9.69,35.72,29.12,1358.87,
3241,2002,10.16,34.71,29.66,1350.91,
3241,2003,10.67,32.86,30.13,1368.52,
3241,2004,10.34,32.13,29.42,1363.54,
3241,2005,14.1,30.5,28.43,1400.77,
3241,2006,12.07,29.82,28.1,1435.98,
3241,2007,10.04,30.34,27.81,1457.42,
3241,2008,9.14,32.26,30.9,1484.81,
3241,2009,9.26,32.73,30.41,1492.27,
3241,2010,9.07,32.64,29.3,1513.46,1.69
3241,2011,8.62,37.08,32.02,1597.57,1.89
3241,2012,8.18,38.6,31.21,1629.91,2.28
3241,2013,8.2,40.13,32.5,1632.59,3.11
3241,2014,8.25,42.58,35.06,1663,4.48
3241,2015,7.83,49.94,34.23,1684.73,9.64
3241,2016,7.49,47.72,43.52,1724.59,8.47
3241,2017,7.09,40.87,36.24,1759.47,4.85
3241,2018,6.62,42.49,36.39,1815.06,4.85
3241,2019,6.41,40.05,37.77,1871.46,4.74
3241,2020,7.49,33.6,33.22,,5.32
3241,1995,,56.08,53.02,,
3241,1996,,55.84,51.25,,
3241,1997,,54.28,52.04,,
3251,1998,7.94,45.48,38.93,,
3251,1999,7.33,47.83,38.92,,
3251,2000,6.3,45.78,38.95,1296.25,
3251,2001,6.22,47.96,40.4,1356.17,
3251,2002,6.52,47.23,40.69,1337.2,
3251,2003,6.91,46.75,40.4,1376.57,
3251,2004,7.09,44.54,40.83,1395.17,
3251,2005,8.43,45.43,42.3,1423.63,
3251,2006,7.33,44.51,42.89,1452.82,
3251,2007,6.35,45.24,44.07,1467,
3251,2008,5.26,42.34,43.56,1514.94,
3251,2009,5.27,44.34,44.67,1523.32,
3251,2010,4.99,45.52,43.17,1561.32,1.55
3251,2011,4.51,51.04,48.58,1663.45,1.78
3251,2012,4.47,51.66,48.49,1706.31,2.21
3251,2013,4.6,50.07,46.22,1735.03,3.05
3251,2014,4.58,53.64,45.48,1788.23,4.6
3251,2015,4.4,61.82,44.32,1805.38,4.16
3251,2016,4.34,61.98,58.54,1849.74,9.6
3251,2017,4.2,54.64,47.52,1920.93,7.52
3251,2018,3.94,58.6,51.22,1967.44,6.93
3251,2019,3.87,49.56,45.49,2045.29,6.25
3251,2020,4.57,46.72,38.63,,6.19
3251,1995,,47.78,36.78,,
3251,1996,,46.97,38.01,,
3251,1997,,45.97,39.32,,
3252,1998,12.92,36.46,36.82,,
3252,1999,12.49,34.54,32.69,,
3252,2000,11.34,34.25,31.56,1268.01,
3252,2001,11.22,33.67,32.14,1310.18,
3252,2002,11.65,34.1,32.59,1302.92,
3252,2003,12.22,32.86,31.53,1327.73,
3252,2004,12.09,31.36,31.35,1328.18,
3252,2005,14.29,31.32,30.2,1353.45,
3252,2006,12.36,28.64,31.31,1389.07,
3252,2007,10.95,32.79,32.41,1407.28,
3252,2008,9.38,30.86,35.27,1448.62,
3252,2009,9.14,33.26,34.92,1460.02,
3252,2010,8.95,33.21,33.7,1492.68,2.12
3252,2011,8.21,33.68,36.81,1583.01,2.15
3252,2012,8.04,35.88,35.66,1630.13,2.4
3252,2013,8.2,38,36.01,1643.82,2.82
3252,2014,7.89,43.12,36.65,1662.19,4.91
3252,2015,7.33,48.02,38.08,1690.53,8.47
3252,2016,7.13,50.36,45.02,1737,12.73
3252,2017,6.76,44.01,38.31,1791.42,7.13
3252,2018,6.23,45.19,36.6,1845.87,5.91
3252,2019,6.08,44.67,38.88,1905.4,5.12
3252,2020,6.74,40.21,34,,5.45
3252,1995,,46.23,38.99,,
3252,1996,,44.8,40.89,,
3252,1997,,42.7,41.04,,
3254,1998,10.64,30.68,28.48,,
3254,1999,10.07,29.83,28.55,,
3254,2000,8.81,31.25,27.4,1260.38,
3254,2001,8.83,30.39,27.67,1308.26,
3254,2002,8.72,30.37,27.99,1304.61,
3254,2003,8.96,28.87,27.92,1330.05,
3254,2004,8.81,28.79,28.23,1333,
3254,2005,11.65,27.33,27.75,1353.17,
3254,2006,11.16,29.51,27.85,1376.83,
3254,2007,8.96,30.15,31.13,1389.97,
3254,2008,8.1,29.96,32.74,1423.28,
3254,2009,8.52,29.31,31.88,1435.63,
3254,2010,8.73,29.95,31.16,1461,2.7
3254,2011,8.13,33.8,34.82,1534.65,2.81
3254,2012,7.62,34.83,33.89,1574.5,2.62
3254,2013,7.6,36.84,35.02,1582.69,3.25
3254,2014,7.43,40.12,35.18,1622.68,4.39
3254,2015,7.01,47.94,33.96,1646.33,5.29
3254,2016,6.62,50.16,45.4,1698.56,9.63
3254,2017,6.45,40.36,36.91,1736.13,5.7
3254,2018,6.04,41.45,37.07,1796.05,5.13
3254,2019,5.74,40.12,37.83,1860.59,4.55
3254,2020,6.46,37.25,33.27,,4.57
3254,1995,,34.27,27.37,,
3254,1996,,30.79,27.27,,
3254,1997,,29.65,28.64,,
3255,1998,11.52,35.99,38.82,,
3255,1999,11.08,36.41,39.05,,
3255,2000,9.67,33.58,36.68,1255.61,
3255,2001,9.86,34.43,37.21,1307.85,
3255,2002,10.7,34.55,36.41,1293.28,
3255,2003,11.18,33.26,36.47,1312.83,
3255,2004,11.64,30.1,38.24,1309.63,
3255,2005,14.58,28.54,32.89,1339.97,
3255,2006,12.52,27.72,35.19,1376.23,
3255,2007,10.57,32.21,35.24,1392.33,
3255,2008,8.86,30.95,37.3,1441.97,
3255,2009,9.04,31.51,38.05,1461.04,
3255,2010,9.19,31.76,36.09,1495.07,1.71
3255,2011,8.2,36.02,39.27,1531.15,2.28
3255,2012,8.14,37.81,39.3,1572.8,1.7
3255,2013,8.3,39.28,38.45,1580.2,2.38
3255,2014,7.74,40.97,39.28,1608.2,3.05
3255,2015,7.43,50.38,40.09,1645.15,23.97
3255,2016,7.19,51.64,46.06,1673.5,11.73
3255,2017,6.73,46.47,44.39,1711.26,6.94
3255,2018,6.5,48.93,44.49,1770.63,5.14
3255,2019,6.3,45.6,44.68,1841.99,4.37
3255,2020,6.6,42.9,38.98,,4.27
3255,1995,,43.95,39.73,,
3255,1996,,37.81,35.05,,
3255,1997,,35.07,36.61,,
3256,1998,9.34,39.38,36.1,,
3256,1999,8.26,42.84,38.2,,
3256,2000,7.32,43.81,40.67,1199.52,
3256,2001,7.37,43.39,38.73,1242.49,
3256,2002,7.79,42.78,41.23,1232.58,
3256,2003,8.69,45.79,43.73,1268.35,
3256,2004,8.81,48.58,45.63,1281.52,
3256,2005,11,45.29,44.59,1299.38,
3256,2006,9.77,45.77,46.41,1325.12,
3256,2007,8.29,47.62,48.44,1339.68,
3256,2008,7.31,42.27,46.41,1387.51,
3256,2009,7.52,46.51,49.53,1401.03,
3256,2010,6.52,47.6,50,1441.91,1.77
3256,2011,6.09,49.53,45.27,1508.18,1.75
3256,2012,5.92,50.22,55.4,1554.44,1.56
3256,2013,6.2,51.56,50.81,1589.68,2.13
3256,2014,6.08,56.07,52.92,1620.1,3.28
3256,2015,5.68,67.18,53.88,1646.37,21.76
3256,2016,5.52,69.56,61.34,1665.46,15.74
3256,2017,5.31,60.09,55.89,1734.32,6.31
3256,2018,4.84,60.45,56.22,1777.96,5.63
3256,2019,4.78,56.57,52.53,1851.16,5.35
3256,2020,5.36,46.87,40.18,,6.08
3256,1995,,49.75,35.13,,
3256,1996,,44.03,40.08,,
3256,1997,,39.38,34.46,,
3257,1998,10.1,39.55,35.01,,
3257,1999,9.53,38.63,32.08,,
3257,2000,8.44,37.95,33.17,1276.58,
3257,2001,8.34,38.38,32.51,1343.44,
3257,2002,8.95,38.36,33.22,1326.99,
3257,2003,9.84,35.87,34.83,1356.82,
3257,2004,10.31,34.01,31.92,1342.75,
3257,2005,12.22,33.02,32.21,1369.8,
3257,2006,11.34,33.09,32.18,1391.6,
3257,2007,9.53,31.08,32.8,1401.79,
3257,2008,8.54,33.29,35.52,1440.6,
3257,2009,8.62,32.48,34.26,1460.8,
3257,2010,8.47,31.82,33.17,1487.36,2.23
3257,2011,7.82,35.73,35.52,1568.15,2.53
3257,2012,7.47,36.2,36.09,1617.44,2.97
3257,2013,6.9,38.68,35.39,1638.85,3.57
3257,2014,7.11,45.68,38.1,1670.51,5.44
3257,2015,6.58,48.69,39.16,1694.41,17.08
3257,2016,6.3,56.04,46.35,1727.69,14.02
3257,2017,6,47.29,38.96,1781.62,9.12
3257,2018,6.07,46.18,40.89,1844.2,8.14
3257,2019,5.29,46.01,39.53,1903.62,6.68
3257,2020,5.72,44.3,35.23,,6.12
3257,1995,,45.6,35.09,,
3257,1996,,45.19,35.04,,
3257,1997,,40.17,34.35,,
3351,1998,11.96,36.87,32.15,,
3351,1999,11.17,35.9,32.15,,
3351,2000,10.3,35.14,32.11,1200.37,
3351,2001,10.03,34.61,32.32,1257.67,
3351,2002,9.6,36.06,31.82,1202.28,
3351,2003,9.66,35.23,31.43,1178.67,
3351,2004,9.84,34.25,32.16,1154.5,
3351,2005,12.16,30.9,30.45,1198.18,
3351,2006,10.88,29.98,30.24,1264.62,
3351,2007,9.53,29.78,31.64,1352.88,
3351,2008,8.39,29.85,31.86,1390.73,
3351,2009,8.41,31,32.11,1402.78,
3351,2010,8.51,31.51,31.74,1429.5,1.83
3351,2011,8.26,31.7,33.13,1498.28,1.95
3351,2012,7.67,34.01,31.96,1539.78,1.84
3351,2013,7.5,35.9,32.67,1567.67,2.35
3351,2014,7.48,40.38,34.01,1596.31,4.06
3351,2015,7.33,51.06,37.3,1609.69,3.58
3351,2016,7.16,49.68,44.5,1663.26,10.29
3351,2017,7.07,42.73,36.57,1693.78,5.01
3351,2018,6.16,44.62,39.19,1746.79,4.02
3351,2019,5.72,44.11,39.8,1805.38,3.11
3351,2020,6.37,41.19,34.9,,2.9
3351,1995,,42.69,31.54,,
3351,1996,,36.37,30.91,,
3351,1997,,35.8,31.89,,
3352,1998,10.37,41.24,31.55,,
3352,1999,9.66,42.29,32.68,,
3352,2000,8.93,38.67,31.67,1189.71,
3352,2001,8.91,39.42,30.35,1243.95,
3352,2002,8.99,37.88,34.84,1230.17,
3352,2003,9.33,37.95,33.38,1259.76,
3352,2004,9.78,35.64,34.35,1272.48,
3352,2005,12.15,33.64,33.77,1312.45,
3352,2006,10.77,33.53,34.07,1356.75,
3352,2007,9.14,33.81,35.87,1389.08,
3352,2008,7.85,36.51,35.39,1437.53,
3352,2009,7.04,36.11,35.48,1449.99,
3352,2010,6.71,34.41,32.81,1491.24,2.04
3352,2011,6.28,36.13,35.51,1563.9,2.1
3352,2012,6.12,38.06,35.52,1599.79,2.22
3352,2013,6.2,38.83,37.2,1624.76,3.34
3352,2014,6.05,42.57,36.15,1657.54,5.41
3352,2015,6.05,48.18,35.82,1681.45,10.91
3352,2016,5.79,49.16,45.83,1733.26,9.75
3352,2017,5.46,42.01,39.49,1830.8,5.09
3352,2018,5.23,43.59,37.13,1879.71,4.36
3352,2019,5.18,42.88,37.5,1951.89,4.18
3352,2020,5.87,40.96,31.44,,4.28
3352,1995,,41.81,32.27,,
3352,1996,,39.24,32.56,,
3352,1997,,39.01,32.17,,
3353,1998,7.73,54.15,40.26,,
3353,1999,7.58,54.85,40.7,,
3353,2000,6.86,48.53,37.5,1466.18,
3353,2001,6.65,46.22,37.28,1545.1,
3353,2002,7.03,46.59,37.66,1548.63,
3353,2003,7.54,43.53,38.28,1613.28,
3353,2004,7.06,43.74,36.88,1626.84,
3353,2005,7.9,43.37,35.28,1665.2,
3353,2006,7.22,40.32,35.15,1695.44,
3353,2007,5.98,40.63,35.31,1692.52,
3353,2008,4.89,42.52,38.46,1718.72,
3353,2009,5.24,45.51,39.46,1734.05,
3353,2010,5.36,44.16,37.36,1749.52,1.32
3353,2011,5.03,48.63,42.36,1857.37,1.51
3353,2012,4.87,48.56,41.04,1889.82,1.6
3353,2013,4.8,54.14,43.83,1920.66,2.91
3353,2014,4.69,53.33,42.36,1947.07,4.8
3353,2015,4.36,57.98,44.68,1976,5.53
3353,2016,4.25,53.5,57.1,2018.09,9.61
3353,2017,4.08,52.93,46.9,2083.68,6.97
3353,2018,3.86,52.88,45.79,2156.9,7.01
3353,2019,3.71,54.9,46.52,2211.69,6.72
3353,2020,4.38,50.81,42.05,,6.44
3353,1995,,56.79,41.67,,
3353,1996,,54.34,39.91,,
3353,1997,,52.76,39.51,,
3354,1998,15.93,41.71,35.27,,
3354,1999,16.01,39.32,37.12,,
3354,2000,15.62,40.33,35.12,1125.85,
3354,2001,14.83,36.51,36.97,1178.06,
3354,2002,14.81,41.55,37.86,1175.91,
3354,2003,14.76,41.78,37.6,1215.51,
3354,2004,14.22,42.38,38.29,1237.84,
3354,2005,16.29,38.6,37.76,1269.87,
3354,2006,14.01,34.28,36.28,1312.3,
3354,2007,12.76,36.26,37.17,1338.38,
3354,2008,12.02,37.31,39.49,1381.42,
3354,2009,11.61,39.16,36.72,1364.02,
3354,2010,11.16,37.08,40.62,1398.64,1.54
3354,2011,10.41,45.64,42.28,1458.98,1.71
3354,2012,10.71,45.31,41.69,1494.73,2.29
3354,2013,10.7,47.01,44.87,1527.56,2.53
3354,2014,9.87,54.2,45.95,1559.43,6.18
3354,2015,8.54,83.61,47.9,1556.09,42.29
3354,2016,8.02,60.07,89.3,1628.57,7.78
3354,2017,8.14,44.25,46.14,1702.76,4.26
3354,2018,7.45,47.31,37.87,1735.42,4.01
3354,2019,7.34,46.6,38.75,1810.18,4.03
3354,2020,7.89,43.85,33.3,,3.81
3354,1995,,49.73,34.85,,
3354,1996,,43.1,35.6,,
3354,1997,,42.63,33.42,,
3355,1998,10.36,49.63,36.71,,
3355,1999,10.2,49.21,37.34,,
3355,2000,9.77,49.14,35.1,1185.75,
3355,2001,9.72,49,36.57,1241.06,
3355,2002,10.28,52.97,35.95,1238.23,
3355,2003,11.13,46.42,36.68,1275.44,
3355,2004,10.33,45.6,36.96,1284.11,
3355,2005,11.28,42.85,36.19,1307.33,
3355,2006,10.42,41.6,38.13,1332.28,
3355,2007,8.58,42.67,38.74,1341.45,
3355,2008,7.55,43.39,40.95,1383.63,
3355,2009,7.49,44.81,40.48,1401.25,
3355,2010,7.2,41.89,38.59,1439.99,1.38
3355,2011,6.42,47.48,41.06,1507.71,1.6
3355,2012,6.52,47.3,40.15,1536.52,1.95
3355,2013,6.6,49.39,41.96,1554.61,3.14
3355,2014,6.33,51.38,42.75,1621.64,5.13
3355,2015,6.04,59.53,43.24,1612.88,8.38
3355,2016,5.83,58.52,59.26,1679.71,9.02
3355,2017,5.56,52.98,44.23,1736.42,
3355,2018,5.37,52.47,46.33,1795.06,3.7
3355,2019,5.28,51.99,46,1849,3.21
3355,2020,6.03,42.82,40.68,,2.99
3355,1995,,64.8,47.64,,
3355,1996,,53.94,41.51,,
3355,1997,,52.87,39.39,,
3356,1998,9.42,49.77,38.91,,
3356,1999,8.77,52.71,38.97,,
3356,2000,7.61,49.9,39.83,1299.57,
3356,2001,7.03,48.51,39.98,1357.63,
3356,2002,7.16,46.75,40.9,1349.77,
3356,2003,7.6,45.21,39.01,1383.94,
3356,2004,8.14,43.49,38.84,1384.28,
3356,2005,9.37,40.25,37.99,1415.72,
3356,2006,8.21,39.03,38.71,1455.88,
3356,2007,6.88,38.94,34.43,1468.04,
3356,2008,5.13,39.04,37.83,1500.56,
3356,2009,5.5,38.77,38.57,1516.83,
3356,2010,5.5,36.42,34.63,1550.68,1.72
3356,2011,4.42,40.66,38.3,1613.82,1.9
3356,2012,4.24,42.23,37.97,1648.8,2.02
3356,2013,4.5,42.53,37.93,1685.19,2.99
3356,2014,4.55,48.42,39.69,1717.98,5.16
3356,2015,4.11,58.45,36.71,1734.78,22.1
3356,2016,3.84,49.94,60.98,1815.45,8.64
3356,2017,3.76,44.79,37.97,1878.66,4.56
3356,2018,3.39,44.57,37.18,1938.57,3.89
3356,2019,3.34,45.5,38.08,1997.53,3.62
3356,2020,3.79,45.59,35.29,,3.31
3356,1995,,52.13,42.12,,
3356,1996,,48.5,44.47,,
3356,1997,,50.26,42.55,,
3357,1998,7.82,40.97,31.14,,
3357,1999,7.43,43,30.74,,
3357,2000,6.54,39.86,31.02,1207.01,
3357,2001,6.54,38.92,32.15,1266.6,
3357,2002,6.8,35.62,32.46,1248.08,
3357,2003,7.32,36.68,32,1276.22,
3357,2004,7.6,34.86,31.66,1292.64,
3357,2005,8.8,32.36,32.05,1336.7,
3357,2006,8.09,34.52,33.4,1378.26,
3357,2007,6.9,34.55,32.63,1404.88,
3357,2008,5.39,33.42,35.02,1447.31,
3357,2009,5.2,33.41,35.21,1453.93,
3357,2010,4.97,32.97,32.56,1488.1,1.81
3357,2011,4.74,35.29,37.54,1577.24,1.75
3357,2012,4.4,34.99,35.05,1629.08,1.79
3357,2013,4.5,37.92,37.65,1673.25,2.94
3357,2014,4.42,41.27,35.76,1700.95,4.76
3357,2015,4.36,49.89,38.61,1729.79,6.24
3357,2016,4.37,50.62,47.98,1777.54,10.62
3357,2017,4.33,44.08,41.21,1853.83,5.79
3357,2018,3.99,43.3,40.27,1904.14,4.72
3357,2019,3.57,44.61,39.67,1976.76,4.65
3357,2020,3.97,41.71,34.88,,4.95
3357,1995,,49.85,30.09,,
3357,1996,,41.99,30.5,,
3357,1997,,39.97,32.16,,
3358,1998,9.09,42.22,35.36,,
3358,1999,8.48,41.98,34.36,,
3358,2000,7.72,40.96,33.32,1185.54,
3358,2001,7.64,41.94,33.42,1234.94,
3358,2002,7.94,42.41,33.7,1230.23,
3358,2003,8.49,40.77,35.62,1264.05,
3358,2004,8.72,37.57,35.45,1273.07,
3358,2005,11.15,35.07,33.74,1293.4,
3358,2006,10.55,32.86,34.18,1324.18,
3358,2007,9.75,32.9,34.98,1338.2,
3358,2008,8.18,31.65,34.96,1377.53,
3358,2009,8.18,34.53,36.48,1390.36,
3358,2010,7.7,34.46,34.63,1424.36,2.42
3358,2011,7.19,35.3,37.96,1513.83,2.31
3358,2012,6.83,39.49,37.11,1554.38,2.52
3358,2013,6.8,44.95,37.53,1579.22,3.75
3358,2014,6.55,44.82,41.43,1618.53,5.73
3358,2015,6.11,77.45,45.14,1608.86,11.06
3358,2016,6.13,109.12,110.82,1672.61,11.59
3358,2017,6.06,85.29,85.39,1733.7,8.09
3358,2018,5.52,88.3,80.4,1780.57,7.2
3358,2019,5.28,78.87,68.62,1830.55,9.59
3358,2020,6.05,69.01,63.85,,5.32
3358,1995,,48.62,33.85,,
3358,1996,,43.28,34.21,,
3358,1997,,43.46,34.23,,
3359,1998,8.54,44.85,36.45,,
3359,1999,7.7,43.6,36.92,,
3359,2000,6.97,39.21,35.98,1308.74,
3359,2001,6.62,40.44,34.38,1368.84,
3359,2002,6.93,41.78,36.68,1359.35,
3359,2003,7.5,42.18,35.93,1390.95,
3359,2004,7.83,40.31,37.37,1403.74,
3359,2005,10.49,42.2,37.71,1439.61,
3359,2006,9.51,43.27,39.52,1476.56,
3359,2007,8.38,40.86,40.07,1500.77,
3359,2008,7.21,42.68,42.58,1534.89,
3359,2009,7.27,44.81,43.08,1541.6,
3359,2010,7.08,44.28,41.59,1578.86,2.12
3359,2011,6.46,49.92,45.74,1645.51,2.34
3359,2012,6.36,49.27,45.78,1676.6,2.36
3359,2013,6.1,49.12,43.65,1706.9,3.48
3359,2014,5.96,51.82,45.69,1742.88,5.2
3359,2015,5.79,57.47,42.95,1763.72,4.08
3359,2016,5.78,55.33,51.23,1809.11,14.41
3359,2017,5.57,46.46,43.99,1877.79,6.75
3359,2018,5.21,48.06,40.35,1927.46,5.89
3359,2019,5.05,48.7,40.34,1989.83,5.41
3359,2020,5.85,43.14,36.86,,5.6
3359,1995,,49.96,32.87,,
3359,1996,,42.68,34.07,,
3359,1997,,41.39,33.48,,
3360,1998,10.96,38.48,31.83,,
3360,1999,10.22,38.01,31.95,,
3360,2000,9.66,37.01,32.72,1176.47,
3360,2001,9.66,38.75,30.74,1224.96,
3360,2002,9.84,37.51,33.52,1217.7,
3360,2003,10.86,37.4,32.91,1249.67,
3360,2004,10.64,34.93,31.97,1261.94,
3360,2005,12.39,31.69,29.61,1280.27,
3360,2006,11.32,30.11,29.99,1305.48,
3360,2007,9.96,32.07,31.63,1323.74,
3360,2008,8.56,31.61,36.14,1386.45,
3360,2009,8.21,34.15,32.95,1396.7,
3360,2010,8.08,33.57,31.48,1439.22,1.23
3360,2011,7.56,35.92,34.36,1516.31,1.25
3360,2012,7.25,36.22,34.82,1559.91,1.43
3360,2013,7.1,38.61,35.25,1610.23,2.84
3360,2014,6.87,43.91,35.93,1618.91,4.48
3360,2015,6.34,50.43,36.27,1621.31,6.38
3360,2016,6.07,52.44,50.95,1655.23,7.86
3360,2017,5.81,43.92,39.5,1724.03,3.61
3360,2018,5.35,43.27,38.28,1768.98,2.62
3360,2019,5,44.53,39.63,1843.45,2.64
3360,2020,5.47,41.46,32.94,,2.81
3360,1995,,40.61,32.79,,
3360,1996,,39.49,34.02,,
3360,1997,,38.19,31.71,,
3361,1998,8.29,45.49,38.39,,
3361,1999,7.83,44.84,38.24,,
3361,2000,6.31,41.32,37.28,1358.7,
3361,2001,5.7,42.06,38.13,1431.45,
3361,2002,5.97,42.31,38.24,1411.88,
3361,2003,6.62,42.08,38.29,1454.43,
3361,2004,6.71,38.47,35.35,1450.34,
3361,2005,8.62,36.68,36.77,1503.08,
3361,2006,8.21,35.98,35.24,1552.41,
3361,2007,6.89,34.69,34.99,1576.93,
3361,2008,6.06,37.62,37.2,1614.19,
3361,2009,6.37,37.37,36.96,1636.45,
3361,2010,6.3,36.58,34.55,1651.34,2.34
3361,2011,5.5,38.44,37.86,1724.14,2.94
3361,2012,5.65,40.85,37.22,1762.51,3.1
3361,2013,5.6,42,37.17,1786.3,3.31
3361,2014,5.41,46.43,39.94,1809.37,5.72
3361,2015,5.24,47.78,35.42,1816.95,13.17
3361,2016,5.1,52.68,45.46,1872.92,9.85
3361,2017,4.81,45.85,38.88,1917.84,6
3361,2018,4.25,43.5,40.02,1983.25,4.61
3361,2019,3.95,45.23,40.11,2043.46,3.8
3361,2020,4.06,40.9,35.1,,4.14
3361,1995,,49.39,36.12,,
3361,1996,,46.13,36.49,,
3361,1997,,44.8,37.28,,
3401,1998,14.21,41.67,48.68,,
3401,1999,13.64,40.61,47.88,,
3401,2000,12.32,42.85,47.23,1239.9,
3401,2001,12.17,37.27,41.06,1269.91,
3401,2002,12.64,39.22,41.64,1281.63,
3401,2003,13.47,43.47,43.73,1303.86,
3401,2004,13.23,42.43,40.77,1294.21,
3401,2005,17.72,40.53,41.03,1322.14,
3401,2006,15.31,37.75,43.67,1346.37,
3401,2007,12.01,38.74,40.15,1349.66,
3401,2008,10.19,39.97,42.74,1378.54,
3401,2009,10.71,41.21,41.89,1388.56,
3401,2010,10.54,42.54,42.17,1404.42,1.29
3401,2011,10.23,49.29,45.49,1447.75,1.61
3401,2012,10.91,53.43,48.36,1464.12,1.64
3401,2013,10.7,56.11,46.71,1474.63,3.02
3401,2014,10.75,66.41,56.6,1497.06,4.65
3401,2015,10.81,74.59,53.85,1516.29,17.36
3401,2016,10.56,69.93,64.38,1530.32,10.94
3401,2017,10.25,63.49,57.43,1564.97,5.93
