ags,year,registrations_per_10k
09474,2013,70
09474,2014,69.3
09474,2015,68
09474,2016,63.6
09474,2017,68.8
09474,2018,70.2
09474,2019,67.9
09474,2020,71.3
09474,2021,84.8
09474,2022,67.1
09474,2023,76.1
09474,2024,70.4
09474,2025,75
05916,2008,67.7
05916,2009,70.6
05916,2010,68.2
05916,2011,79.1
05916,2012,76.8
05916,2013,73.9
05916,2014,70.7
05916,2015,70.3
05916,2016,75.1
05916,2017,74.1
05916,2018,78
05916,2019,78.4
05916,2020,78.1
05916,2021,83.2
05916,2022,80.6
05916,2023,82.6
05916,2024,84.2
05916,2025,83.2
09181,2008,123.8
09181,2009,126.5
09181,2010,128.7
09181,2011,122.1
09181,2012,116.6
09181,2013,114.3
09181,2014,119.4
09181,2015,107.3
09181,2016,103.9
09181,2017,100.2
09181,2018,99.2
09181,2019,97
09181,2020,95.6
09181,2021,97.8
09181,2022,97.1
09181,2023,91.1
09181,2024,88.9
09181,2025,105.1
09572,2008,85.5
09572,2009,89.7
09572,2010,100.3
09572,2011,89.8
09572,2012,76.2
09572,2013,71.7
09572,2014,75.1
09572,2015,75
09572,2016,74.3
09572,2017,70.8
09572,2018,72.6
09572,2019,70.6
09572,2020,79.6
09572,2021,81
09572,2022,67.2
09572,2023,79.2
09572,2024,76.1
09572,2025,83.2
09274,2008,107.5
09274,2009,117
09274,2010,107.9
09274,2011,101.3
09274,2012,90.4
09274,2013,87.2
09274,2014,91.1
09274,2015,89.8
09274,2016,85.1
09274,2017,78.5
09274,2018,88
09274,2019,92.2
09274,2020,94.7
09274,2021,104.1
09274,2022,93.3
09274,2023,87.6
09274,2024,94.4
09274,2025,104
09261,2008,96.4
09261,2009,98
09261,2010,108.6
09261,2011,98.6
09261,2012,94.9
09261,2013,96.7
09261,2014,95.3
09261,2015,83.4
09261,2016,69.5
09261,2017,67.8
09261,2018,66.3
09261,2019,68.3
09261,2020,71.8
09261,2021,75.6
09261,2022,89
09261,2023,85.5
09261,2024,84.5
09261,2025,89.2
09377,2008,77.5
09377,2009,95.8
09377,2010,90
09377,2011,81.9
09377,2012,66.2
09377,2013,59.3
09377,2014,61.8
09377,2015,55.8
09377,2016,56.2
09377,2017,59.6
09377,2018,54.9
09377,2019,65.9
09377,2020,69
09377,2021,77
09377,2022,71.8
09377,2023,72.9
09377,2024,67.6
09377,2025,73.2
09777,2008,95.5
09777,2009,104.9
09777,2010,111.3
09777,2011,95.6
09777,2012,83.4
09777,2013,83.5
09777,2014,86.3
09777,2015,82.9
09777,2016,71.5
09777,2017,82.4
09777,2018,78.2
09777,2019,73.7
09777,2020,77.4
09777,2021,86.2
09777,2022,86.1
09777,2023,91.5
09777,2024,86.1
09777,2025,100.2
09671,2008,105.4
09671,2009,113.5
09671,2010,111.3
09671,2011,106.1
09671,2012,92
09671,2013,94.5
09671,2014,94.9
09671,2015,93.8
09671,2016,87.3
09671,2017,88.4
09671,2018,81.3
09671,2019,84.4
09671,2020,97.6
09671,2021,96
09671,2022,92.4
09671,2023,94.2
09671,2024,92.5
09671,2025,97.5
05358,2008,82.9
05358,2009,90.7
05358,2010,89.1
05358,2011,83.2
05358,2012,80.2
05358,2013,79.4
05358,2014,76.8
05358,2015,80.7
05358,2016,80.5
05358,2017,80.8
05358,2018,74.7
05358,2019,78.3
05358,2020,73.4
05358,2021,76.7
05358,2022,74.9
05358,2023,74.8
05358,2024,76.2
05358,2025,83.6
09577,2008,95.9
09577,2009,117
09577,2010,97.5
09577,2011,96.6
09577,2012,75.9
09577,2013,82.5
09577,2014,73.4
09577,2015,71.9
09577,2016,69
09577,2017,75.6
09577,2018,88.7
09577,2019,80.8
09577,2020,86.1
09577,2021,87.5
09577,2022,83.1
09577,2023,92.6
09577,2024,88.3
09577,2025,91.9
09564,2008,107
09564,2009,111.3
09564,2010,116.7
09564,2011,124.1
09564,2012,111.2
09564,2013,103.9
09564,2014,92.4
09564,2015,87.3
09564,2016,82.1
09564,2017,80
09564,2018,78.8
09564,2019,80.7
09564,2020,73.1
09564,2021,82.6
09564,2022,80.4
09564,2023,83.2
09564,2024,85.1
09564,2025,90.7
